"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","coordinatePrecision","geoFlag","monthIdentified","previousCatalogNumber","dayIdentified","individualCount","class","relatedCatalogItem"
"1","2019-12-16 18:14:13-03","NYBG","NYBG","00942535","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Pavonia","viscosa","Pavonia viscosa","A.St.-Hil.","A. Krapovickas","1990","M. M. Arbo","4311","1990","05","17","South America","Brazil","Minas Gerais","Alvorada de Minas","alrededores de Itapanhoacanga, base de la Serra do Espinhaco","-43.45","-18.77","-43.45","-18.77","860","860","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1049031 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00942535","NY00942535",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2019-12-16 18:41:04-03","NYBG","NYBG","02681519","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Rhynchospora","rugosa","Rhynchospora rugosa","(Vahl) Gale",NA,NA,"R. de Mello-Silva","2947","2007","11","14","South America","Brazil","Minas Gerais","Alvorada de Minas","Itapanhoacanga. Estrada Itapanhoacanga - cachoeira Campinas, 3 km de Itapanhoacanga.","-43.4431","-18.7975","-43.4431","-18.7975","846","846","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2957439 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02681519","NY02681519",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2019-12-16 18:52:50-03","NYBG","NYBG","1144480","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae",NA,NA,NA,NA,NA,NA,"R. F. Monteiro","211","2007","11","14","South America","Brazil","Minas Gerais","Alvorada de Minas","Itapanhoacanga. Estrada Itapanhoacanga - Cachoeira Campinas, 3 km de Itapanhoacanga.","-43.4431","-18.7975","-43.4431","-18.7975",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1290003 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01144480","NY01144480",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2019-12-16 17:15:12-03","NYBG","NYBG","00917509","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Calliandra","fasciculata","Calliandra fasciculata fasciculata","Benth.","R. C. Barneby",NA,"M. M. Arbo","4317","1990","05","17","South America","Brazil","Minas Gerais","Alvorada de Minas","alrededores de Itapanhoacanga, base de la Serra do Espinhaco","-43.45","-18.77","-43.45","-18.77","860","860","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=996933 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00917509","NY00917509","fasciculata",NA,NA,NA,NA,NA,NA,NA,NA
"5","2019-12-16 17:17:54-03","NYBG","NYBG","00978600","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ochnacea","Chamaecrista ochnacea latifolia","(Benth.) H.S.Irwin & Barneby","R. C. Barneby","1990","M. M. Arbo","4316","1990","05","17","South America","Brazil","Minas Gerais","Alvorada de Minas","alrededores de Itapanhoacanga, base de la Serra do Espinhaço","-43.45","-18.77","-43.45","-18.77","860","860","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1061959 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00978600","NY00978600","latifolia",NA,NA,NA,NA,NA,NA,NA,NA
"6","2019-12-16 17:09:53-03","NYBG","NYBG","1146531","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Primulaceae","Clavija","nutans","Clavija nutans","(Vell.) B.Ståhl","J. R. Pirani","2008","R. de Mello-Silva","2946","2007","11","14","South America","Brazil","Minas Gerais","Alvorada de Minas","Itapanhoacanga. Estrada Itapanhoacanga - cachoeira Campinas, 3 km de Itapanhoacanga.","-43.4431","-18.7975","-43.4431","-18.7975","846","846","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1343956 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01146531","NY01146531",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2019-12-16 17:19:38-03","NYBG","NYBG","00983888","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dalbergia","nigra","Dalbergia nigra","(Vell.) Allemão ex Benth.","A. M. V. de Carvalho","1998","G. G. Hatschbach","67456","1997","11","24","South America","Brazil","Minas Gerais","Alvorada de Minas",NA,"-43.3652992248535","-18.7360992431641",NA,NA,NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1117813 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00983888","NY00983888",NA,"18475","auto",NA,NA,NA,NA,NA,NA
"8","2019-12-16 17:20:41-03","NYBG","NYBG","00984353","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dioclea","latifolia","Dioclea latifolia","Benth.","R. C. Barneby","1990","M. M. Arbo","4337","1990","05","17","South America","Brazil","Minas Gerais","Alvorada de Minas","Alrededores de Itapanhoacanga, base de la Serra do Espinhaco","-43.45","-18.77","-43.45","-18.77","800","800","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1121835 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00984353","NY00984353",NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2019-12-16 17:59:09-03","NYBG","NYBG","02695693","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Licania","kunthiana","Licania kunthiana","Hook.f.",NA,NA,"G. G. Hatschbach","67453","1997","11","24","South America","Brazil","Minas Gerais","Alvorada de Minas","Itapanhoacanga","-43.3653","-18.7361","-43.3653","-18.7361",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2980522 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02695693","NY02695693",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2019-12-16 17:56:20-03","NYBG","NYBG","1146530","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliales","Annonaceae","Xylopia","emarginata","Xylopia emarginata","Mart.","R. de Mello-Silva","2007","R. de Mello-Silva","2943","2007","11","14","South America","Brazil","Minas Gerais","Alvorada de Minas","Itapanhoacanga. Estrada Itapanhoacanga - cachoeira Campinas, 3 km de Itapanhoacanga.","-43.4431","-18.7975","-43.4431","-18.7975","846","846","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1343954 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01146530","NY01146530",NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2019-07-11 10:06:29-03","ESALQ","ESA","64222","S","Plantae","Magnoliophyta",NA,"Campanulaceae","Lobelia",NA,"Lobelia",NA,NA,NA,"Souza, V.C.; Souza, J.P.; Capellari Jr., L.; Scalon, V.R.","11795","1996","07","05",NA,"Brasil","Minas Gerais","Alvorada de Minas","28km de Serro, próximo à entrada para Alvorada de Minas","-43.3652992248535","-18.7360992431641",NA,NA,NA,NA,NA,"Erva, ca. 2 m alt.; corola lilás.","ESA064222","ESA064222",NA,"18475","auto",NA,NA,NA,NA,NA,NA
"12","2019-07-11 08:49:15-03","ESALQ","ESA","65175","S","Plantae","Magnoliophyta",NA,"Acanthaceae","Ruellia","macrantha","Ruellia macrantha","(Nees) Lindau",NA,NA,"Souza, V.C. et al.","11794","1996","07","05",NA,"Brasil","Minas Gerais","Alvorada de Minas",NA,"-43.3652992248535","-18.7360992431641",NA,NA,NA,NA,NA,NA,"ESA065175","ESA065175",NA,"18475","auto",NA,NA,NA,NA,NA,NA
"13","2014-10-02 12:40:45-03","FEMACT","MIRR","6187","S","Plantae",NA,NA,"Leguminosae-Pap",NA,NA,NA,NA,NA,NA,"A.S. Flores; R. Schütz Rodrigues","a1012","2002","06","26",NA,"Brasil","Minas Gerais","Alvorada de Minas","Em direção a Serro, BR MG 020","-43.3653","-18.7361",NA,NA,NA,NA,NA,"Trepadeira em beira de estrada, próximo a mata, flores rosas.",NA,NA,NA,"18475","auto",NA,NA,NA,NA,NA,NA
"14","2020-03-10 08:27:55-03","UFV","VIC","43904","PreservedSpecimen","Plantae",NA,NA,"Caesalpinioideae","Chamaecrista","olesiphylla","Chamaecrista olesiphylla","(Vogel) H.S. Irwin & Barneby","Rando, J.G.","2011","Forzza, R.C.; et al.","4844",NA,NA,NA,NA,"Brasil","Minas Gerais","Alvorada de Minas","Itapanhoacanga, Estrada Itapanhoacanga-cachoeira Campinas, 3 km de Itapanhoacanga.","-43.3652992248535","-18.7360992431641",NA,NA,NA,NA,NA,"Arbusto com cerca de 70 cm, freguente flores com cálice verde, corola e estames amarelos, giniceu verde.","VIC043904","VIC043904",NA,"18475","auto","02",NA,NA,NA,NA,NA
"15","2020-02-27 16:44:13-03","UFSC","CTBS","2582","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Caamembeca",NA,"Caamembeca",NA,NA,NA,"Hatschbach, G.; Hatschbach, M. & Barbosa, E.","67450","1997","11","24",NA,"Brasil","Minas Gerais","Alvorada de Minas","Itapanhocanga","-43.3652992248535","-18.7360992431641",NA,NA,NA,NA,NA,"Erva, 70 cm; Flor amarela; Interior da floresta.",NA,NA,NA,"18475","auto",NA,"MBM",NA,NA,NA,NA
"16","2020-02-10 17:55:42-03","UNICAMP","UEC","189337","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","(A.DC.) O.Berg","Costa, IR","2015","Lima, DF; Trad, RJ","527","2014","11","14",NA,"Brazil","Minas Gerais","Alvorada de Minas","Rod. MG-010 entre Conceição do Mato Dentro e Sêrro, na beira do barranco.","-43.4075","-18.828056","-43.4075","-18.828056","653","653",NA,"Árvore 2,5 m. Flores brancas, perfumadas.; Cerrado","UEC120121","UEC120121",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-02-14 09:19:34-03","UNICAMP","UEC","198704","S","Plantae","Magnoliopsida",NA,"Calophyllaceae","Kielmeyera","regalis","Kielmeyera regalis","Saddi","Cometti, JP","2000","Arbo, MM; Mello-Silva, R; Schinini, A; Souza, VC","4304","1990","05","17",NA,"Brazil","Minas Gerais","Alvorada de Minas","Alredores de Itapanhocanga, base de la serra do espinhaco.","-43.45","-18.766667","-43.45","-18.766667",NA,NA,NA,"Subarbusto suberecto 1-1,5m, petalos rosado-fúcsia, filamentos verdosos, anteras amarillas.; Ladera de cerro con afloramientos rocosos cuarciticos.","UEC155187","UEC155187",NA,NA,NA,"06",NA,NA,NA,NA,NA
"18","2019-08-20 10:12:49-03","UNICAMP","UEC","126019","S","Plantae","Magnoliopsida",NA,"Fabaceae","Cleobulia","multiflora","Cleobulia multiflora","Mart. ex Benth.","Queiroz, LP","2010","Flores, AS; Schütz Rodrigues, R","1012","2002","06","26",NA,"Brazil","Minas Gerais","Alvorada de Minas","Em direção a Serro","-43.3652992248535","-18.7360992431641",NA,NA,NA,NA,NA,"Trepadeira em beira de estrada, próximo a mata.","UEC037715","UEC037715",NA,"18475","auto","01",NA,NA,NA,NA,NA
"19","2019-08-16 08:39:07-03","UTFPR","HCF","21158","S","Plantae",NA,NA,"Cyperaceae","Rhynchospora","rugosa","Rhynchospora rugosa","(Vahl) Gale","P. Weber","2013","R. Mello-Silva","2947","2007","11","14",NA,"Brasil","MG","Alvorada de Minas","estrada Itapanhoacanga-cachoeira Campina","-43.443056","-18.7975","43°26'35 W","18°47'51 S","846","846",NA,"em solo arenoso, entre rochas. Brácteas castanhas. Grande lajeado com ilhas de vegetação, arbustos entre rochas e pequena mata ciliar.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-12-06 14:39:31-03","MBM","MBM","140284","S","Plantae",NA,NA,"Clusiaceae","Kielmeyera",NA,"Kielmeyera",NA,NA,NA,"Arbo, M.M.; Mello-Silva, R.; Schinini, A.; Souza, V.C.; Mello-Silva, R.; Schinini, A.; Souza, V.C.","4304","1990","05","17","Southern America","Brazil","Minas Gerais","Alvorada de Minas","Alrededores de Itapanhoacanga, base de la Serra do Espinhaço","-43.45","-18.766667","-43.45","-18.766667","860","860",NA,NA,"MBM140284","MBM140284",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-12-06 14:26:28-03","MBM","MBM","218857","S","Plantae",NA,NA,"Apocynaceae","Mandevilla","hirsuta","Mandevilla hirsuta","(A. Rich.) K. Schum.","Hatschbach, G.",NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","67424","1997","11","23","Southern America","Brazil","Minas Gerais","Alvorada de Minas","Rod. MG-010, Rio das Pedras","-43.3652992248535","-18.7360992431641",NA,NA,NA,NA,NA,NA,"MBM218857",NA,NA,"18475","auto",NA,NA,NA,NA,NA,NA
"22","2019-12-06 15:03:33-03","MBM","MBM","140457","S","Plantae",NA,NA,"Malvaceae","Pavonia","viscosa","Pavonia viscosa","St. Hil.","Krapovickas, A.",NA,"Arbo, M.M.; et al.; et al.","4311",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Alvorada de Minas","Alvorada de Minas","-43.3652992248535","-18.7360992431641",NA,NA,NA,NA,NA,NA,"MBM140457","MBM140457",NA,"18475","auto",NA,NA,NA,NA,NA,NA
"23","2019-12-06 14:33:34-03","MBM","MBM","417605","S","Plantae",NA,NA,"Asteraceae","Piptolepis","buxoides","Piptolepis buxoides","(Less.) Sch.Bip.","Loeuille, B.","2011","Loeuille, B.; Mello-Silva, R.; Lovo, J.; Alcantara, S.; Mello-Silva, R.; Lovo, J.; Alcantara, S.","599","2011","11","19","Southern America","Brazil","Minas Gerais","Alvorada de Minas","Itapanhoacanga, Cachoeira de Campinas, 3,2 km da cidade","-43.436611","-18.805278","-43.436611","-18.805278","672","672",NA,NA,"MBM417605","MBM417605",NA,NA,NA,"11",NA,"19",NA,NA,NA
"24","2019-12-06 15:24:25-03","MBM","MBM","160869","S","Plantae",NA,NA,"Velloziaceae","Vellozia","glabra","Vellozia glabra","Mikan","Mello-Silva, R.",NA,"Mello-Silva, R.; et al.; et al.","253",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Alvorada de Minas","7km de Itapanhoacanga","-43.3652992248535","-18.7360992431641",NA,NA,NA,NA,NA,NA,"MBM160869","MBM160869",NA,"18475","auto",NA,NA,NA,NA,NA,NA
"25","2019-12-06 15:23:55-03","MBM","MBM","140430","S","Plantae",NA,NA,"Turneraceae","Turnera","orientalis","Turnera orientalis","(Urban) Arbo","Arbo, M.M.",NA,"Arbo, M.M.","4341",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Alvorada de Minas","Alvorada de Minas","-43.3652992248535","-18.7360992431641",NA,NA,NA,NA,NA,NA,"MBM140430","MBM140430",NA,"18475","auto",NA,NA,NA,NA,NA,NA
"26","2019-12-06 15:02:24-03","MBM","MBM","140364","S","Plantae",NA,NA,"Malpighiaceae","Peixotoa","parviflora","Peixotoa parviflora","A. Juss.","Anderson, C.",NA,"Arbo, M.M.; et al.; et al.","4336",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Alvorada de Minas","Alvorada de Minas","-43.3652992248535","-18.7360992431641",NA,NA,NA,NA,NA,NA,"MBM140364","MBM140364",NA,"18475","auto",NA,NA,NA,NA,NA,NA
"27","2019-12-06 15:20:43-03","MBM","MBM","140319","S","Plantae",NA,NA,"Sapindaceae","Serjania","nigricans","Serjania nigricans","Radlk.","Ferrucci, M.S.",NA,"Arbo, M.M.; et al.; et al.","4310",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Alvorada de Minas","Alvorada de Minas","-43.3652992248535","-18.7360992431641",NA,NA,NA,NA,NA,NA,"MBM140319","MBM140319",NA,"18475","auto",NA,NA,NA,NA,NA,NA
"28","2019-12-06 14:45:35-03","MBM","MBM","140514","S","Plantae",NA,NA,"Euphorbiaceae","Sebastiania","hispida","Sebastiania hispida","(Mart.) Pax","Schinini, A.",NA,"Arbo, M.M.","4310","1990","05","17","Southern America","Brazil","Minas Gerais","Alvorada de Minas","Alvorada de Minas","-43.3652992248535","-18.7360992431641",NA,NA,NA,NA,NA,NA,"MBM140514","MBM140514",NA,"18475","auto",NA,NA,NA,NA,NA,NA
"29","2019-12-06 15:17:30-03","MBM","MBM","348357","S","Plantae",NA,NA,"Ranunculaceae","Clematis","dioica","Clematis dioica","L.","Viana, P.L.","2008","Mota, N.F.O.; et al.; et al.","1334","2008","08","23","Southern America","Brazil","Minas Gerais","Alvorada de Minas","Estrada Conceição do Mato Dentro a Serro, próximo à estrada para Itapanhoacanga","-43.3652992248535","-18.7360992431641",NA,NA,"800","800",NA,"Liana em borda de mata. Planta armazenada em álcool. Borda da estrada","MBM348357",NA,NA,"18475","auto","08",NA,"25",NA,NA,NA
"30","2019-12-06 15:20:31-03","MBM","MBM","217969","S","Plantae",NA,NA,"Sapindaceae","Matayba","mollis","Matayba mollis","Radlk.","Ferrucci, M.S.",NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","67454",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Alvorada de Minas","Itapanhoacanga","-43.3652992248535","-18.7360992431641",NA,NA,NA,NA,NA,NA,"MBM217969","MBM217969",NA,"18475","auto",NA,NA,NA,NA,NA,NA
"31","2019-12-06 14:47:40-03","MBM","MBM","219640","S","Plantae",NA,NA,"Fabaceae","Dalbergia","nigra","Dalbergia nigra","(Vel.) Allem. ex Benth.","Carvalho, A.M. de",NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","67456",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Alvorada de Minas","Itapanhoacanga","-43.3652992248535","-18.7360992431641",NA,NA,NA,NA,NA,NA,"MBM219640","MBM219640",NA,"18475","auto",NA,NA,NA,NA,NA,NA
"32","2019-12-06 14:39:14-03","MBM","MBM","218767","S","Plantae",NA,NA,"Chrysobalanaceae","Licania","kunthiana","Licania kunthiana","Hook. f.","Prance, G.T.",NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","67453","1997","11","24","Southern America","Brazil","Minas Gerais","Alvorada de Minas","Itapanhoacanga","-43.3652992248535","-18.7360992431641",NA,NA,NA,NA,NA,NA,"MBM218767","MBM218767",NA,"18475","auto",NA,NA,NA,NA,NA,NA
"33","2019-12-06 15:21:42-03","MBM","MBM","219964","S","Plantae",NA,NA,"Solanaceae","Brunfelsia","brasiliensis","Brunfelsia brasiliensis","(Spreng.) Smith & Downs","Hatschbach, G.",NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","67451",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Alvorada de Minas","Itapanhoacanga","-43.3652992248535","-18.7360992431641",NA,NA,NA,NA,NA,NA,"MBM219964","MBM219964",NA,"18475","auto",NA,NA,NA,NA,NA,NA
"34","2019-12-06 14:24:50-03","MBM","MBM","140224","S","Plantae",NA,NA,"Anacardiaceae","Tapirira","guianensis","Tapirira guianensis","Aubl.","Schinini, A.",NA,"Arbo, M.M.; et al.; et al.","4334","1990","05","17","Southern America","Brazil","Minas Gerais","Alvorada de Minas","Itapanhoacanga","-43.3652992248535","-18.7360992431641",NA,NA,NA,NA,NA,NA,"MBM140224","MBM140224",NA,"18475","auto",NA,NA,NA,NA,NA,NA
"35","2019-12-06 14:32:19-03","MBM","MBM","140559","S","Plantae",NA,NA,"Asteraceae","Lepidaploa","rufogrisea","Lepidaploa rufogrisea","(St. Hil.) H. Rob.","Dematteis, M.",NA,"Arbo, M.M.; et al.; et al.","4318","1990","05","17","Southern America","Brazil","Minas Gerais","Alvorada de Minas","Serra do Espinhaço","-43.3652992248535","-18.7360992431641",NA,NA,NA,NA,NA,NA,"MBM140559","MBM140559",NA,"18475","auto",NA,NA,NA,NA,NA,NA
"36","2019-12-06 15:24:31-03","MBM","MBM","217991","S","Plantae",NA,NA,"Verbenaceae","Aegiphila","sellowiana","Aegiphila sellowiana","Cham.","França, F.",NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","27452",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Alvorada de Minas","Itapanhoacanga","-43.3652992248535","-18.7360992431641",NA,NA,NA,NA,NA,NA,"MBM217991","MBM217991",NA,"18475","auto",NA,NA,NA,NA,NA,NA
"37","2019-12-06 14:44:15-03","MBM","MBM","218801","S","Plantae",NA,NA,"Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A. Juss.) Baill.",NA,NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","67455","1997","11","24","Southern America","Brazil","Minas Gerais","Alvorada de Minas","Itapanhoacanga","-43.3652992248535","-18.7360992431641",NA,NA,NA,NA,NA,"Árvore, 4m, fruto avermelhado. Floresta de alto de morro","MBM218801","MBM218801",NA,"18475","auto",NA,NA,NA,NA,NA,NA
"38","2019-12-06 14:28:29-03","MBM","MBM","223004","S","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","labiata","Aristolochia labiata","Willd.","L. Capellari Jr.",NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","67423","1997","11","23","Southern America","Brazil","Minas Gerais","Alvorada de Minas","Rio das Pedras, Rod. MG-010","-43.3652992248535","-18.7360992431641",NA,NA,NA,NA,NA,NA,"MBM223004","MBM223004",NA,"18475","auto",NA,NA,NA,NA,NA,NA
"39","2019-12-06 15:02:01-03","MBM","MBM","140362","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","variabilis","Byrsonima variabilis","A. Juss.","Anderson, W.R.",NA,"Arbo, M.M.; et al.; et al.","4312",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Alvorada de Minas","Alvorada de Minas","-43.3652992248535","-18.7360992431641",NA,NA,NA,NA,NA,NA,"MBM140362","MBM140362",NA,"18475","auto",NA,NA,NA,NA,NA,NA
"40","2019-12-06 15:25:16-03","MBM","MBM","170190","S","Plantae",NA,NA,"Vitaceae","Cissus","erosa","Cissus erosa","L.C. Rich.","Lombardi, J.A.",NA,"Werneck, M.S.","17626","1990","04","30","Southern America","Brazil","Minas Gerais","Alvorada de Minas","Fazenda Ssmaria","-43.3652992248535","-18.7360992431641",NA,NA,NA,NA,NA,NA,"MBM170190","MBM170190",NA,"18475","auto",NA,NA,NA,NA,NA,NA
"41","2019-12-06 14:55:16-03","MBM","MBM","140343","S","Plantae",NA,NA,"Icacinaceae","Emmotum","nitens","Emmotum nitens","(Benth.) Miers","Melo, E.",NA,"Arbo, M.M.; et al.; et al.","4322",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Alvorada de Minas","Serra do Espinhaço","-43.3652992248535","-18.7360992431641",NA,NA,NA,NA,NA,NA,"MBM140343","MBM140343",NA,"18475","auto",NA,NA,NA,NA,NA,NA
"42","2019-10-02 15:02:00-03","UFMG","BHCB","123134","PreservedSpecimen","Plantae","Dicotyledon",NA,"Ranunculaceae","Clematis","dioica","Clematis dioica","L.",NA,"2008","Mota, NFO; Viana, PL; Giorni, VT; Novaes, RML","1334","2008","08","23","Southern America","Brasil","Minas Gerais","Alvorada de Minas","Estrada Conceição do Mato Dentro - Serro, Prox. à estrada para Itapanhoacanga. Borda da estrada que liga Conceição do Mato Dentro a Serro.","-43.683333","-19.55","-43.683333","-19.55","800","800",NA,"Planta armazenada em álcool.; Liana; Em borda de mata.",NA,NA,NA,NA,NA,"08",NA,"25",NA,NA,NA
"43","2019-10-02 15:00:31-03","UFMG","BHCB","108157","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","multipunctata","Myrcia multipunctata","Mazine",NA,"2019","Viana, PL; Silva, LVC","2830","2007","03","20","Southern America","Brasil","Minas Gerais","Alvorada de Minas","Itapanhoacanga","-43.416667","-18.9","-43.416667","-18.9","750","750",NA,"Arvoreta; Transição campo rupestre/floresta estacional","BHCB049976",NA,NA,NA,NA,"04",NA,NA,NA,NA,NA
"44","2019-10-02 15:00:31-03","UFMG","BHCB","108162","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","nitida","Myrcia nitida","Cambess.",NA,"2014","Viana, PL; Silva, LVC","2835","2007","03","20","Southern America","Brasil","Minas Gerais","Alvorada de Minas","Itapanhoacanga","-43.416667","-18.783333","-43.416667","-18.783333","883","883",NA,"Arbusto, frutos negros; Canga couraçada","BHCB032772",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
