"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","coordinatePrecision","geoFlag","monthIdentified","previousCatalogNumber","dayIdentified","individualCount","class","relatedCatalogItem"
"45","2019-10-02 14:52:11-03","UFMG","BHCB","61626","PreservedSpecimen","Plantae","Dicotyledon",NA,"Chrysobalanaceae","Licania","kunthiana","Licania kunthiana","Hook.f.",NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Alvorada de Minas",NA,"-43.3652992248535","-18.7360992431641",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18475","auto",NA,NA,NA,NA,NA,NA
"46","2019-10-02 14:48:35-03","UFMG","BHCB","17624","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Asclepias","curassavica","Asclepias curassavica","L.",NA,NA,"Werneck, MS; et al.","s.n.","1990","04","30","Southern America","Brasil","Minas Gerais","Alvorada de Minas","Fazenda Sesmarias.","-43.3652992248535","-18.7360992431641",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18475","auto",NA,NA,NA,NA,NA,NA
"47","2019-10-02 14:55:11-03","UFMG","BHCB","17621","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Hyptis","suaveolens","Hyptis suaveolens","Poit.",NA,NA,"Werneck, MS; et al.","s.n.","1990","04","30","Southern America","Brasil","Minas Gerais","Alvorada de Minas","Fazenda Sesmarias.","-43.3652992248535","-18.7360992431641",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18475","auto",NA,NA,NA,NA,NA,NA
"48","2019-10-02 15:05:08-03","UFMG","BHCB","17626","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vitaceae","Cissus","erosa","Cissus erosa","Rich.",NA,NA,"Werneck, MS; et al.","s.n.","1990","04","30","Southern America","Brasil","Minas Gerais","Alvorada de Minas","Fazenda Sesmarias.","-43.3652992248535","-18.7360992431641",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18475","auto",NA,NA,NA,NA,NA,NA
"49","2019-12-16 17:40:45-03","UFMG","BHCB","17625","PreservedSpecimen","Plantae","Dicotyledon",NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","Nees Profice",NA,"2003","Werneck, MS","s.n.","1990","04","30","Southern America","Brasil","Minas Gerais","Alvorada de Minas","Fazenda Sesmarias.","-43.3652992248535","-18.7360992431641",NA,NA,NA,NA,NA,"Arbustiva, gamopétala, presença de brácteas, folhas opostas.; Mata úmida.","BHCB052817","BHCB052817",NA,"18475","auto",NA,NA,NA,NA,NA,NA
"50","2019-10-02 14:55:11-03","UFMG","BHCB","17621","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Hyptis","suaveolens","Hyptis suaveolens","Poit.",NA,NA,"Werneck, MS; et al.","s.n.","1990","04","30","Southern America","Brasil","Minas Gerais","Alvorada de Minas","Fazenda Sesmarias.","-43.3652992248535","-18.7360992431641",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18475","auto",NA,NA,NA,NA,NA,NA
"51","2019-10-02 15:05:08-03","UFMG","BHCB","17626","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vitaceae","Cissus","erosa","Cissus erosa","Rich.",NA,NA,"Werneck, MS; et al.","s.n.","1990","04","30","Southern America","Brasil","Minas Gerais","Alvorada de Minas","Fazenda Sesmarias.","-43.3652992248535","-18.7360992431641",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18475","auto",NA,NA,NA,NA,NA,NA
"52","2019-10-02 14:48:01-03","UFMG","BHCB","17625","PreservedSpecimen","Plantae","Dicotyledon",NA,"Acanthaceae","Aphelandra","jehottiana","Aphelandra jehottiana","Neiss",NA,NA,"Werneck, MS; et al.","s.n.","1990","04","30","Southern America","Brasil","Minas Gerais","Alvorada de Minas","Fazenda Sesmarias.","-43.3652992248535","-18.7360992431641",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18475","auto",NA,NA,NA,NA,NA,NA
"53","2019-10-02 14:48:35-03","UFMG","BHCB","17624","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Asclepias","curassavica","Asclepias curassavica","L.",NA,NA,"Werneck, MS; et al.","s.n.","1990","04","30","Southern America","Brasil","Minas Gerais","Alvorada de Minas","Fazenda Sesmarias.","-43.3652992248535","-18.7360992431641",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18475","auto",NA,NA,NA,NA,NA,NA
"54","2020-02-18 22:20:42-03","UFMG","BHCB","43279","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Brunfelsia","brasiliensis","Brunfelsia brasiliensis","(Spreng.) L.B.Sm. & Downs",NA,"1998","Hatschbach, G; Hatschbach, M; Barbosa, E","67451","1997","11","24","Southern America","Brasil","Minas Gerais","Alvorada de Minas","Itapanhoacanga","-43.3652992248535","-18.7360992431641",NA,NA,NA,NA,NA,"Arbusto, 1,5m, flor lilás.; Interior da floreta do alto do morro.","BHCB022460",NA,NA,"18475","auto",NA,NA,NA,NA,NA,NA
"55","2019-10-02 15:09:02-03","UFMG","BHCB","102063","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","nanuzae","Xyris nanuzae","Wand.",NA,"2018","Viana, PL; Silva, LVC","2312","2006","08","19","Southern America","Brasil","Minas Gerais","Alvorada de Minas","Itapanhoacanga","-43.3652992248535","-18.7360992431641",NA,NA,NA,NA,NA,"erva, flores amarelas; a beira de riacho","BHCB007952",NA,NA,"18475","auto","12",NA,NA,NA,NA,NA
"56","2019-10-02 14:51:11-03","UFMG","BHCB","102029","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Wunderlichia","senae","Wunderlichia senae","Glaz. ex Maguire & G.M.Barroso",NA,"2013","Viana, PL; Silva, LVC","2278","2006","08","19","Southern America","Brasil","Minas Gerais","Alvorada de Minas","Itapanhoacanga","-43.3652992248535","-18.7360992431641",NA,NA,NA,NA,NA,"Arbusto, capítulos de coloração creme.; Campo rupestre quartzítico.","BHCB036872",NA,NA,"18475","auto","10",NA,NA,NA,NA,NA
"57","2019-10-02 15:02:20-03","UFMG","BHCB","102065","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Declieuxia",NA,"Declieuxia","Kunth",NA,"2012","Viana, PL; Silva, LVC","2314","2006","08","19","Southern America","Brasil","Minas Gerais","Alvorada de Minas","Itapanhoacanga","-43.3652992248535","-18.7360992431641",NA,NA,NA,NA,NA,"Subarbusto em campo rupestre quartzítico.","BHCB003556",NA,NA,"18475","auto",NA,NA,NA,NA,NA,NA
"58","2020-02-18 22:19:31-03","UFMG","BHCB","43267","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Mandevilla","hirsuta","Mandevilla hirsuta","(R.Rickl.) K.Schum.",NA,"1998","Hatschbach, G; Hatschbach, M; Barbosa, E","67424","1997","11","23","Southern America","Brasil","Minas Gerais","Alvorada de Minas","MG-010, Rio das Pedras","-43.3652992248535","-18.7360992431641",NA,NA,NA,NA,NA,"Volúvel, látex alvo, flor amarela, exterior vermelho; Margens do rio","BHCB045078",NA,NA,"18475","auto",NA,NA,NA,NA,NA,NA
"59","2020-03-09 08:20:22-03","UFPR","UPCB","60379","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","ibaguensis","Miconia ibaguensis","(Bonpl.) Triana","Goldenberg, R.","2008","Monteiro, R.F.","217","2007","11","15",NA,"Brasil","Minas Gerais","Alvorada de Minas","Itapanhoacanga, Cachoeira Campinas, 3,2km de Itapanhoacanga, riacho entre rochas e pequeno campo rupestre em região de mata, agora derrubada.","-43.436667","-18.802778","-43.436667","-18.802778","470","470",NA,"Arvoreta ca. 2m, em fenda de rocha, folhas verdes com tricomas ferrugínoes, frutos vermelho-amarelados a atro..","UPCB0015602","UPCB0015602",NA,NA,NA,"01",NA,"01",NA,NA,NA
"60","2019-10-11 11:15:09-03","UFPR","UPCB","42485","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","kunthiana","Licania kunthiana","Hook.f.","Prance, G.T.","1998","Hatschbach, G.","67453","1997","11","24",NA,"Brasil","Minas Gerais","Alvorada de Minas","Itapanhoacanga","-43.3652992248535","-18.7360992431641",NA,NA,NA,NA,NA,"Árvore 5m. Floresta do alto do morro..",NA,NA,NA,"18475","auto","01",NA,"01",NA,NA,NA
"61","2019-02-20 14:06:25-03","INPA","INPA","205569","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Chrysobalanaceae","Licania","kunthiana","Licania kunthiana","Hook.f.","Prance, GT","1998","Hatschbach, GG","67453","1997","11","24","Southern America","Brasil","Minas Gerais","Alvorada de Minas","Itapanhoacanga","-43.3652992248535","-18.7360992431641",NA,NA,NA,NA,NA,NA,"INPA0205569","INPA0205569 INPA0205569_e",NA,"18475","auto",NA,NA,NA,NA,NA,NA
"62","2019-06-27 15:37:53-03","Cenargen","CEN","73795","S","Plantae",NA,NA,"Lythraceae","Cuphea","pseudovaccinium","Cuphea pseudovaccinium","A.St.-Hil.","T. B. Cavalcanti","2012","Renato de Mello-Silva","2940","2007","11","14",NA,"Brasil","MG","ALVORADA DE MINAS","Estrada Itapanhoacanga - Tapera, 7 km de Itapanhoacanga.","-43.466388","-18.807222","-43,466388","-18,807222","1084","1084","Exsicatas","Entre rochas. Folhas discolores, viscosas, verde clara na face abaxial. Hipanto verde. Pétalas rosa.Doação da Universidade de São Paulo - Herbário SPF.","CEN00073795","CEN00073795",NA,NA,NA,"10",NA,NA,"1",NA,NA
"63","2018-10-26 11:56:13-03","Cenargen","CEN","71907","S","Plantae",NA,NA,"Lythraceae","Diplusodon","minasensis","Diplusodon minasensis","Lourteig","T. B. Cavalcanti",NA,"L. Menini Neto","714","2009","05","24",NA,"Brasil","MG","ALVORADA DE MINAS","Estrada para Cachoeira Campina, a 3 Km de Itapanhoacanga.","-43.443333","-18.798333","-43.443333","-18.798333","838","838","Exsicatas","Folhas discolores, estames amarelos. Doação do Jardim Botânico do Rio de Janeiro. RB 483523.","CEN00071907","CEN00071907",NA,NA,NA,NA,NA,NA,"1",NA,NA
"64","2019-11-13 11:21:25-03","USP","SPF","74784","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Aeschynomene","riedeliana","Aeschynomene riedeliana","Taub.","Vanni, R","1990","Arbo, MM","4309","1990","05","17",NA,"Brasil","Minas Gerais","Alvorada de Minas",NA,"-43.45","-18.766667","-43.45","-18.766667","860","860",NA,NA,"SPF00074784",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-01-16 17:29:53-03","USP","SPF","195053","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Amphilophium","mansoanum","Amphilophium mansoanum","(DC.) L.G.Lohmann","Lohmann, LG","2016","Forzza, RC","4849","2007","11","14",NA,"Brasil","Minas Gerais","Alvorada de Minas","ItapanhoacangaEstrada Itapanhoacanga - cachoeira Campinas, 3km de Itapanhoacanga","-43.442896","-18.797267","-43.442896","-18.797267",NA,NA,NA,"Liana rasteira, sobre afloramento. Flores com cálice verde; corola alva com fauce amarela.; Grande lajeado com ilhas de vegetação, arbustos entre rochas e pequena mata ciliar.","SPF00195053",NA,NA,NA,NA,"04",NA,NA,NA,NA,NA
"66","2019-11-13 11:29:47-03","USP","SPF","183606","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Augusta","longifolia","Augusta longifolia","(Spreng.) Rehder","Mello-Silva, R","2008","Mello-Silva, R","2955","2007","11","15",NA,"Brasil","Minas Gerais","Alvorada de Minas","Itapanhoacanga","-43.436111","-18.805","-43.436111","-18.805","700","700",NA,NA,"SPF00183606",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-11-13 11:24:24-03","USP","SPF","185809","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","variabilis","Byrsonima variabilis","A.Juss.","Queiroz, EP","2013","Saavedra, MM","530","2007","11","14",NA,"Brasil","Minas Gerais","Alvorada de Minas","Itapanhoacanga, Estrada Itapanhoacanga - Cachoeira Campinas, 3 km de Itapanhoacanga. Grande lajeado com ilhas de vegetação, arbustos entre rochas e pequena mata ciliar.","-43.443056","-18.7975","-43.443056","-18.7975","846","846",NA,"ARbusto ca. 2 m alt., folhas discolores, face abaxial com pêlos ferrugíneos, flores com cálice ferrugíneo, corola alva e amarelada, anteras amarelas, frutos verdes.","SPF00185809","SPF00185809",NA,NA,NA,"09",NA,"12",NA,NA,NA
"68","2019-11-13 11:21:39-03","USP","SPF","183587","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Calliandra","fasciculata","Calliandra fasciculata","Benth.","Borges, LM","2008","Mello-Silva, R","2950","2007","11","14",NA,"Brasil","Minas Gerais","Alvorada de Minas",NA,"-43.443056","-18.7975","-43.443056","-18.7975","846","846",NA,NA,"SPF00183587",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-11-13 11:17:27-03","USP","SPF","186784","PreservedSpecimen","Plantae",NA,NA,"Calophyllaceae","Calophyllum","brasiliense","Calophyllum brasiliense","Cambess.","Marinho, L","2014","Forzza, RC","4848","2007","11","14",NA,"Brasil","Minas Gerais","Alvorada de Minas","Itapanhoacanga","-43.443056","-18.7975","-43.443056","-18.7975",NA,NA,NA,NA,"SPF00186784",NA,NA,NA,NA,"08",NA,NA,NA,NA,NA
"70","2019-11-13 11:21:52-03","USP","SPF","183582","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Chamaecrista","debilis","Chamaecrista debilis","(Vogel) H.S.Irwin & Barneby","Coutinho, IAC","2011","Mello-Silva, R","2952","2007","11","14",NA,"Brasil","Minas Gerais","Alvorada de Minas",NA,"-43.443056","-18.7975","-43.443056","-18.7975","846","846",NA,NA,"SPF00183582",NA,NA,NA,NA,"07",NA,NA,NA,NA,NA
"71","2019-11-13 11:21:59-03","USP","SPF","74790","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Chamaecrista","ochnacea","Chamaecrista ochnacea mollis","(H.S.Irwin & Barneby) H.S.Irwin & Barneby","Hervencio, P","1997","Arbo, MM","4316","1990","05","17",NA,"Brasil","Minas Gerais","Alvorada de Minas",NA,"-43.45","-18.766667","-43.45","-18.766667","860","860",NA,NA,"SPF00074790",NA,"mollis",NA,NA,"03",NA,NA,NA,NA,NA
"72","2019-11-13 11:21:59-03","USP","SPF","183787","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Chamaecrista","olesiphylla","Chamaecrista olesiphylla","(Vogel) H.S.Irwin & Barneby","Rando, JG","2008","Forzza, RC","4844","2007","11","14",NA,"Brasil","Minas Gerais","Alvorada de Minas",NA,"-43.443056","-18.7975","-43.443056","-18.7975",NA,NA,NA,NA,"SPF00183787",NA,NA,NA,NA,"04",NA,NA,NA,NA,NA
"73","2019-11-13 11:21:59-03","USP","SPF","194692","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Chamaecrista","olesiphylla","Chamaecrista olesiphylla","(Vogel) H.S.Irwin & Barneby","Rando, JG","2011","Menini Neto, L","707","2009","05","24",NA,"Brasil","Minas Gerais","Alvorada de Minas","Itapanhoacanga","-43.443333","-18.798333","-43.443333","-18.798333","838","838",NA,NA,"SPF00194692",NA,NA,NA,NA,"01",NA,NA,NA,NA,NA
"74","2019-11-13 11:22:06-03","USP","SPF","76398","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Cleobulia","multiflora","Cleobulia multiflora","Mart. ex Benth.","Queiroz, LP","1995","Arbo, MM","4337","1990","05","17",NA,"Brasil","Minas Gerais","Alvorada de Minas","Serra do Espinhaço","-43.45","-18.766667","-43.45","-18.766667","800","800",NA,NA,"SPF00076398",NA,NA,NA,NA,"10",NA,NA,NA,NA,NA
"75","2019-11-13 11:25:17-03","USP","SPF","183598","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","urceolata","Clidemia urceolata","DC.","Valente, B","2018","Mello-Silva, R","2945","2007","11","14",NA,"Brasil","Minas Gerais","Alvorada de Minas",NA,"-43.443056","-18.7975","-43.443056","-18.7975","846","846",NA,NA,"SPF00183598",NA,NA,NA,NA,"03",NA,NA,NA,NA,NA
"76","2019-11-13 11:25:17-03","USP","SPF","77321","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","urceolata","Clidemia urceolata","DC.","Wurdack, JJ","1991","Arbo, MM","4333","1990","05","17",NA,"Brasil","Minas Gerais","Alvorada de Minas","Serra do Espinhaço","-43.45","-18.766667","-43.45","-18.766667",NA,NA,NA,NA,"SPF00077321",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-11-13 11:29:54-03","USP","SPF","122796","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Coccocypselum","lanceolatum","Coccocypselum lanceolatum","(Ruiz & Pav.) Pers.","Cabral, E","1990","Arbo, MM","4338","1990","05","17",NA,"Brasil","Minas Gerais","Alvorada de Minas",NA,"-43.45","-18.766667","-43.45","-18.766667","800","800",NA,NA,"SPF00122796",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-11-13 11:18:32-03","USP","SPF","185313","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cryptangium","minarum","Cryptangium minarum","(Nees) Boeckeler","Costa, SM","2016","Mello-Silva, R","2944","2007","11","14",NA,"Brasil","Minas Gerais","Alvorada de Minas",NA,"-43.443056","-18.7975","-43.443056","-18.7975","846","846",NA,NA,"SPF00185313",NA,NA,NA,NA,"07",NA,NA,NA,NA,NA
"79","2019-11-13 11:23:51-03","USP","SPF","183595","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","adenophylla","Cuphea adenophylla","T.B.Cavalc.","Cavalcanti, TB","2015","Mello-Silva, R","2940","2007","11","14",NA,"Brasil","Minas Gerais","Alvorada de Minas","Itapanhoacanga","-43.466389","-18.807222","-43.466389","-18.807222","1084","1084",NA,NA,"SPF00183595",NA,NA,NA,NA,"09",NA,NA,NA,NA,NA
"80","2019-11-13 11:29:29-03","USP","SPF","183614","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Cybianthus","glaber","Cybianthus glaber","A.DC.","Santos, MF","2008","Mello-Silva, R","2946","2007","11","14",NA,"Brasil","Minas Gerais","Alvorada de Minas",NA,"-43.443056","-18.7975","-43.443056","-18.7975","846","846",NA,NA,"SPF00183614",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-11-13 11:29:59-03","USP","SPF","193085","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Declieuxia",NA,"Declieuxia",NA,NA,NA,"Menini Neto, L","713","2009","05","24",NA,"Brasil","Minas Gerais","Alvorada de Minas","Itapanhoacanga","-43.443333","-18.798333","-43.443333","-18.798333","838","838",NA,NA,"SPF00193085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-11-13 11:30:00-03","USP","SPF","74776","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Declieuxia","diamantinae","Declieuxia diamantinae","J.H.Kirkbr.","Cabral, E","1990","Arbo, MM","4305","1990","05","17",NA,"Brasil","Minas Gerais","Alvorada de Minas",NA,"-43.45","-18.766667","-43.45","-18.766667","860","860",NA,NA,"SPF00074776",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-11-13 11:24:03-03","USP","SPF","194696","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","minasensis","Diplusodon minasensis","Lourteig","Cavalcanti, TB","2015","Menini Neto, L","714","2009","05","24",NA,"Brasil","Minas Gerais","Alvorada de Minas","Itapanhoacanga","-43.443333","-18.798333","-43.443333","-18.798333","838","838",NA,NA,"SPF00194696",NA,NA,NA,NA,"09",NA,NA,NA,NA,NA
"84","2019-11-13 11:26:20-03","USP","SPF","74882","PreservedSpecimen","Plantae",NA,NA,"Metteniusaceae","Emmotum","nitens","Emmotum nitens","(Benth.) Miers","Pirani, JR","1993","Arbo, MM","4322","1990","05","17",NA,"Brasil","Minas Gerais","Alvorada de Minas",NA,"-43.45","-18.766667","-43.45","-18.766667",NA,NA,NA,NA,"SPF00074882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-11-13 11:26:42-03","USP","SPF","185578","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","brunneopubescens","Eugenia brunneopubescens","Mazine","Stadnik, A","2019","Forzza, RC","4841","2007","11","14",NA,"Brasil","Minas Gerais","Alvorada de Minas","Itapanhoacanga","-43.466389","-18.807222","-43.466389","-18.807222","1084","1084",NA,NA,"SPF00185578",NA,NA,NA,NA,"07",NA,NA,NA,NA,NA
"86","2019-11-13 11:24:29-03","USP","SPF","186739","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys",NA,"Heteropterys",NA,NA,NA,"Forzza, RC","4845","2007","11","14",NA,"Brasil","Minas Gerais","Alvorada de Minas","Itapanhoacanga, Estrada Itapanhoacanga - Cachoeira Campinas, 3 km de Itapanhoacanga. Grande lajeado com ilhas de vegetação, arbustos entre rochas e pequena mata ciliar.","-43.443056","-18.7975","-43.443056","-18.7975",NA,NA,NA,"Arbusto sobre afloramento rochoso, muito ramificado. Frutos verdes com alas rosadas.","SPF00186739","SPF00186739",NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-11-13 11:24:32-03","USP","SPF","185802","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pteropetala","Heteropterys pteropetala","A.Juss.","Amorim, AMA","2010","Forzza, RC","4847","2007","11","14",NA,"Brasil","Minas Gerais","Alvorada de Minas","Itapanhoacanga, Estrada Itapanhoacanga - Cachoeira Campinas, 3 km de Itapanhoacanga. Grande lajeado com ilha de vegetação, arbustos entre rochas e pequena mata ciliar.","-43.443056","-18.7975","-43.443056","-18.7975",NA,NA,NA,"Arbusto ca. 1.5 m alt. Folhas discolores. Flores com cálice ferrugíneo; pétalas no botão róseas.","SPF00185802","SPF00185802",NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-11-13 11:24:51-03","USP","SPF","185355","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Hibiscus","multiformis","Hibiscus multiformis","A.St.-Hil.","Rigueiral, LHG","2017","Forzza, RC","4842","2007","11","14",NA,"Brasil","Minas Gerais","Alvorada de Minas","Itapanhoacanga. Estrada Itapanhoacanga - Tapera, 7 km de Itapanhoacanga. Grande paredão quartzítico próximo à estrada. No alto da serra. Campo rupestre.","-43.466389","-18.807222","-43.466389","-18.807222","1084","1084",NA,NA,"SPF00185355",NA,NA,NA,NA,"02",NA,NA,NA,NA,NA
"89","2019-11-13 11:28:49-03","USP","SPF","186431","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ichnanthus",NA,"Ichnanthus",NA,NA,NA,"Forzza, RC","4850","2007","11","15",NA,"Brasil","Minas Gerais","Alvorada de Minas",NA,"-43.436111","-18.805","-43.436111","-18.805","700","700",NA,NA,"SPF00186431","SPF00186431",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-11-13 11:17:29-03","USP","SPF","74775","PreservedSpecimen","Plantae",NA,NA,"Calophyllaceae","Kielmeyera","regalis","Kielmeyera regalis","Saddi","Cometti, JP","2000","Arbo, MM","4304","1990","05","17",NA,"Brasil","Minas Gerais","Alvorada de Minas",NA,"-43.45","-18.766667","-43.45","-18.766667","860","860",NA,NA,"SPF00074775",NA,NA,NA,NA,"06",NA,NA,NA,NA,NA
"91","2019-11-13 11:21:22-03","USP","SPF","212486","PreservedSpecimen","Plantae",NA,NA,"Leguminosae",NA,NA,NA,NA,NA,NA,"Lovo, J; Loeuille, B; Mello-Silva, R; Alcantara, SF","263","2011","11","19",NA,"Brasil","Minas Gerais","Alvorada de Minas","Cachoeira da Campina. 3 km de Itapanhoacanga.","-43.436611","-18.805278","-43.436611","-18.805278","672","672",NA,"Arvoreta 1,8 m alt. Folhas discolores, face abaxial verde mais claro. Flores brancas. Filetes verde claros. Anteras amarelas.; Mata ciliar em pequeno córrego, afluente do Córrego da Cachoeira.","SPF00212486",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-02-03 14:46:01-03","USP","SPF","76394","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Mabea","fistulifera","Mabea fistulifera","Mart.","Cordeiro, I","1991","Arbo, MM","4329","1990","05","17",NA,"Brasil","Minas Gerais","Alvorada de Minas","Alrededores de Itapanhoacanga, base de la Serra do Espinhaço. Selva degradada, suelo rojo.","-43.45","-18.766667","-43.45","-18.766667","800","800",NA,"Arbol 6 m, enves foliar ferrugineo a ambos lados de la vena media, inflorescência pendula, flores femininas ferrugineas, estigma verde, masculinas rosadas.","SPF00076394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2019-11-13 11:25:26-03","USP","SPF","183599","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Macairea","radula","Macairea radula","(Bonpl.) DC.","Pirani, JR","2008","Mello-Silva, R","2956","2007","11","15",NA,"Brasil","Minas Gerais","Alvorada de Minas","Itapanhoacanga","-43.436111","-18.805","-43.436111","-18.805","700","700",NA,NA,"SPF00183599",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
