"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","previousCatalogNumber","typeStatus","class","relatedCatalogItem"
"80","2019-10-11 11:20:02-03","UFPR","UPCB","79666","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum",NA,NA,"Solanum",NA,NA,NA,"Lombardi, J.A. | Saka, M.N. | Biral, L. | Poli, L.P. | Coan, A.I.","8924","2011","12","15",NA,"Brasil","Espírito Santo","Ibatiba","Fazenda do Carmo Machado, Santa Maria, divisa Iúna/Ibatiba.","-41.496111","-20.279167","-41.496111","-20.279167",NA,"Amostra em sílica. Capões de mata secundária de encosta, em cafezal. Arbusto 2,5m. Folhas papiráceas, cálice e corola lilases, nervuras do cálice verdes, anteras amarelas..",NA,NA,"851","851",NA,NA,NA,NA,NA,NA,NA,NA
"81","2018-09-12 14:48:17-03","UNIOESTE","UNOP","8471","S","Plantae",NA,NA,"Marantaceae","Saranthe","eichleri",NA,"Saranthe eichleri","Petersen","Saka, M.N.","2012","Lombardi, J.A.; Saka, M.N.; Biral, L.; Poli, L.P.; Coan, A.I.; Saka, M.N.; Biral, L.; Poli, L.P.; Coan, A.I.","8923","2011","12","15",NA,"Brasil","Espírito Santo","Ibatiba","Fazenda do Carmo Machado, Santa Maria, divisa luna/ibatiba.","-41.496139","-20.279361","-41.496139","-20.279361",NA,"Amostra em sílica. Capões de mata secundária de encosta, em cafezal. Erva rizomatosa, folhas cartáceas, verdes, brácteas verde-amareladas, flores amarelas.",NA,NA,"851","851","09",NA,NA,NA,NA,NA,NA,NA
"82","2018-09-12 14:47:59-03","UNIOESTE","UNOP","8475","S","Plantae",NA,NA,"Araceae","Philodendron","propinquum",NA,"Philodendron propinquum","Schott","Poli, L.P.","2011","Lombardi, J.A.; Saka, M.N.; Biral, L.; Poli, L.P.; Coan, A. .I.; Saka, M.N.; Biral, L.; Poli, L.P.; Coan, A. .I.","8922","2011","12","15",NA,"Brasil","Espírito Santo","Ibatiba","Fazenda do Carmo Machado, Santa Maria, divisa luna/ibatiba.","-41.496139","-20.279361","-41.496139","-20.279361",NA,"Erva escandente, ramos pêndulos, folhas papiráceas, espata branca, flores femininas creme, masculinas e estéreis brancas.",NA,NA,"851","851","12",NA,NA,NA,NA,NA,NA,NA
"83","2018-09-12 14:47:59-03","UNIOESTE","UNOP","797","S","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","cymbifera",NA,"Aristolochia cymbifera","Mart.","Saka, M.N.","2011","Lombardi, J.A.; Lombardi, J.A.; Saka, M.N.; Biral, L.; Poli, L.P.; Coan, A.L.; Lombardi, J.A.; Saka, M.N.; Biral, L.; Poli, L.P.; Coan, A.L.","8933","2011","12","15",NA,"Brasil","Espírito Santo","Ibatiba","Margem da Br- 262 Ibatiba/divisa com Minas Gerais.","-41.579306","-20.264861","-41.579306","-20.264861",NA,"Amostra em sílica. Mata ombrófila secundária de encosta. Liana, folhas papíraceas, flores fétidas, cálice externamente creme com máculas roxas, lábio superior branco com nervuras vináceas, tubo internamente roxo.",NA,NA,"691","691","12",NA,NA,NA,NA,NA,NA,NA
"84","2019-02-20 14:12:17-03","INPA","INPA","132356","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Salicaceae","Casearia","arborea",NA,"Casearia arborea","(Rich.) Urb.","Hatschbach, GG","1985","Hatschbach, GG","48607","1984","12","04","Southern America","Brasil","Espírito Santo","Ibatiba","Corrego Espraiado","-41.5106010437012","-20.2339000701904",NA,NA,NA,NA,"INPA0132356","INPA0132356 INPA0132356_e",NA,NA,"01",NA,"18895","auto",NA,NA,NA,NA
"85","2019-09-26 09:07:54-03","MBML","MBML-HERBARIO","54146",NA,"Plantae",NA,NA,"Orchidaceae","Beadlea",NA,NA,"Beadlea",NA,NA,NA,"A. P. Fontana; K.A. Brahim","3768","2007","08","29",NA,"Brasil","Espírito Santo","Ibatiba","Santa Maria. Propriedade de José Angelo Menegatti","-41.433611","-20.253611","41W26'1","20S15'13",NA,"Terrestre. Projeto CORES-JBRJ","MBML054146",NA,"1394","1394",NA,NA,NA,NA,NA,NA,NA,NA
"86","2018-04-02 10:39:51-03","MBML","MBML-HERBARIO","52602",NA,"Plantae",NA,NA,"Begoniaceae","Begonia",NA,NA,"Begonia",NA,NA,NA,"A. P. Fontana; K.A. Brahim","3770","2007","08","29",NA,"Brasil","Espírito Santo","Ibatiba","Santa Maria. Propriedade de José Angelo Menegatti.","-41.433611","-20.253611","41W26'1","20S15'13",NA,"Arbustiva. Projeto CORES-JBRJ.","MBML052602","MBML052602","1394","1394",NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-09-26 09:07:54-03","MBML","MBML-HERBARIO","54143",NA,"Plantae",NA,NA,"Begoniaceae","Begonia",NA,NA,"Begonia",NA,NA,NA,"A. P. Fontana; K.A. Brahim","3771","2007","08","29",NA,"Brasil","Espírito Santo","Ibatiba","Santa Maria. Propriedade de José Angelo Menegatti","-41.433611","-20.253611","41W26'1","20S15'13",NA,"Trepadeira. Flores brancas. Projeto CORES-JBRJ","MBML054143","MBML054143_1 MBML054143_2","1394","1394",NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-09-26 09:07:54-03","MBML","MBML-HERBARIO","54158",NA,"Plantae",NA,NA,"Begoniaceae","Begonia",NA,NA,"Begonia",NA,NA,NA,"A. P. Fontana; K.A. Brahim","3727","2007","08","28",NA,"Brasil","Espírito Santo","Ibatiba","Santa Maria. Propriedade de José Angelo Menegatti","-41.429722","-20.260278","41W25'47","20S15'37",NA,"Rupícola no sol. Folhas verdes discolores. Inflorescência avermelhada. Flores masculinas com ovario verdes. Projeto CORES-JBRJ","MBML054158","MBML054158","1388","1388",NA,NA,NA,NA,NA,NA,NA,NA
"89","2018-04-05 10:22:33-03","MBML","MBML-HERBARIO","52691",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","admirabilis",NA,"Begonia admirabilis",NA,"A.P. Fontana-29/08/2007",NA,"A. P. Fontana; K.A. Brahim","3758","2007","08","29",NA,"Brasil","Espírito Santo","Ibatiba","Santa Maria. Propriedade de José Angelo Menegatti.","-41.433611","-20.253611","41W26'1","20S15'13",NA,"Arbusto, ca. 1,5m. Folhas verdes com margens avermelhadas. Flores brancas com ovário e alas rosadas. Projeto CORES-JBRJ.","MBML052691","MBML052691","1394","1394",NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-09-26 09:07:54-03","MBML","MBML-HERBARIO","54165",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","hirtella",NA,"Begonia hirtella",NA,"A.P. Fontana/29-08-2007",NA,"A. P. Fontana; K.A. Brahim","3736","2007","08","29",NA,"Brasil","Espírito Santo","Ibatiba","Santa Maria. Propriedade de José Angelo Menegatti","-41.433611","-20.253611","41W26'1","20S15'13",NA,"Erva, ca. 30cm. Flores e frutos rosados. Projeto CORES-JBRJ","MBML054165","MBML054165","1394","1394",NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-09-26 09:07:54-03","MBML","MBML-HERBARIO","54163",NA,"Plantae",NA,NA,"Solanaceae","Cestrum",NA,NA,"Cestrum",NA,NA,NA,"A. P. Fontana; K.A. Brahim","3744","2007","08","29",NA,"Brasil","Espírito Santo","Ibatiba","Santa Maria. Propriedade de José Angelo Menegatti","-41.433611","-20.253611","41W26'1","20S15'13",NA,"Arbusto, ca. 1,8m. Inflorescência e frutos negros. Projeto CORES","MBML054163",NA,"1394","1394",NA,NA,NA,NA,NA,NA,NA,NA
"92","2019-09-26 09:07:54-03","MBML","MBML-HERBARIO","54164",NA,"Plantae",NA,NA,"Compositae",NA,NA,NA,NA,NA,NA,NA,"A. P. Fontana; K.A. Brahim","3741","2007","08","29",NA,"Brasil","Espírito Santo","Ibatiba","Santa Maria. Propriedade de José Angelo Menegatti","-41.433611","-20.253611","41W26'1","20S15'13",NA,"Erva, ca. 1m. Flores brancas. Projeto CORES-JBRJ","MBML054164","MBML054164","1394","1394",NA,NA,NA,NA,NA,NA,NA,NA
"93","2019-09-26 09:07:54-03","MBML","MBML-HERBARIO","54169",NA,"Plantae",NA,NA,"Compositae",NA,NA,NA,NA,NA,NA,NA,"A. P. Fontana; K.A. Brahim & L. Kosanke","3753","2007","08","29",NA,"Brasil","Espírito Santo","Ibatiba","Santa Maria. Propriedade de José Angelo Menegatti","-41.433611","-20.253611","41W26'1","20S15'13",NA,"Arbusto, ca. 2m. Flores lilás. Projeto CORES-JBRJ","MBML054169","MBML054169","1394","1394",NA,NA,NA,NA,NA,NA,NA,NA
"94","2017-09-14 11:48:58-03","MBML","MBML-HERBARIO","48243",NA,"Plantae",NA,NA,"Nyctaginaceae","Guapira","nitida",NA,"Guapira nitida",NA,NA,NA,"J. A. Lombardi; M.N. Saka, L. Biral, L.P. Poli & A.I. Coan","8920","2011","12","15",NA,"Brasil","Espírito Santo","Ibatiba","Fazenda do Carmo Machado, Santa Maria, divisa Iúna/Ibatiba","-41.496139","-20.279361","41W29'46,1","20S16'45,7",NA,"Amostra em sílica. Capões de mata secundária de encosta, em cafezal. Árvore ca 6m, folhas papiráceas, flores verdes, estigmas brancos","MBML048243",NA,"851","851",NA,NA,NA,NA,NA,NA,NA,NA
"95","2018-04-05 10:22:33-03","MBML","MBML-HERBARIO","52693",NA,"Plantae",NA,NA,"Guttiferae",NA,NA,NA,NA,NA,NA,NA,"A. P. Fontana; K.A. Brahim","3755","2007","08","29",NA,"Brasil","Espírito Santo","Ibatiba","Santa Maria. Propriedade de José Angelo Menegatti.","-41.433611","-20.253611","41W26'1","20S15'13",NA,"Arbusto, 1,8m. Látex translúcido. Caule e folhas verdes, base doos pecíolos vermelhos. Frutos marrons esverdeados. Projeto CORES-JBRJ.","MBML052693","MBML052693","1394","1394",NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-02-11 14:39:37-03","MBML","MBML-HERBARIO","54148",NA,"Plantae",NA,NA,"Rubiaceae","Hoffmannia","peckii",NA,"Hoffmannia peckii",NA,"Zorzanelli/2020",NA,"A. P. Fontana; K.A. Brahim","3767","2007","08","29",NA,"Brasil","Espírito Santo","Ibatiba","Santa Maria. Propriedade de José Angelo Menegatti","-41.433611","-20.253611","41W26'1","20S15'13",NA,"Arbustiva. Botões marrons. Projeto CORES-JBRJ","MBML054148",NA,"1394","1394",NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-02-19 14:09:56-03","MBML","MBML-HERBARIO","54151",NA,"Plantae",NA,NA,"Melastomataceae","Miconia",NA,NA,"Miconia",NA,NA,NA,"A. P. Fontana; K.A. Brahim","3772","2007","08","29",NA,"Brasil","Espírito Santo","Ibatiba","Santa Maria. Propriedade de José Angelo Menegatti","-41.447778","-20.267222","41W26'52","20S16'2",NA,"Árvore ca. 5m. Folhas discolores. Frutos verdes. Projeto CORES-JBRJ","MBML054151","MBML054151","1212","1212",NA,NA,NA,NA,NA,NA,NA,NA
"98","2018-04-05 10:23:21-03","MBML","MBML-HERBARIO","52688",NA,"Plantae",NA,NA,"Myrsinaceae","Myrsine",NA,NA,"Myrsine",NA,NA,NA,"A. P. Fontana; K.A. Brahim","3742","2007","08","29",NA,"Brasil","Espírito Santo","Ibatiba","Santa Maria. Propriedade de José Angelo Menegatti.","-41.433611","-20.253611","41W26'1","20S15'13",NA,"Arbusto, ca. 2m. Frutos imaturos verdes. Projeto CORES.","MBML052688",NA,"1394","1394",NA,NA,NA,NA,NA,NA,NA,NA
"99","2018-09-26 12:20:33-03","MBML","MBML-HERBARIO","52690",NA,"Plantae",NA,NA,"Polypodiaceae","Niphidium","crassifolium",NA,"Niphidium crassifolium",NA,"C.V. Miranda/25-09-2018",NA,"A. P. Fontana; K.A. Brahim","3743","2007","08","29",NA,"Brasil","Espírito Santo","Ibatiba","Santa Maria. Propriedade de José Angelo Menegatti.","-41.433611","-20.253611","41W26'1","20S15'13",NA,"Terrestre, na sombra. Folhas verdes. Soros marrons amarelos. Projeto CORES.","MBML052690","MBML052690","1394","1394",NA,NA,NA,NA,NA,NA,NA,NA
"100","2017-09-14 11:50:14-03","MBML","MBML-HERBARIO","10982",NA,"Plantae",NA,NA,"Piperaceae","Piper","corcovadense",NA,"Piper corcovadense",NA,"D. Monteiro/20-06-2012",NA,"G. Hatschbach; et al","48608","1984","12","04",NA,"Brasil","Espírito Santo","Ibatiba","Córrego Espraiado","-41.510278","-20.233889","41W30'37","20S14'2",NA,"Arbusto delgado, 2m. Espigas alva. Mata pluvial, encosta de morro.","MBML010982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2019-09-26 09:07:54-03","MBML","MBML-HERBARIO","54144",NA,"Plantae",NA,NA,"? Pteridofita",NA,NA,NA,NA,NA,NA,NA,"A. P. Fontana; K.A. Brahim","3760","2007","08","29",NA,"Brasil","Espírito Santo","Ibatiba","Santa Maria. Propriedade de José Angelo Menegatti","-41.433611","-20.253611","41W26'1","20S15'13",NA,"Epífita, na sombra. Fértil. Projeto CORES-JBRJ","MBML054144","MBML054144","1394","1394",NA,NA,NA,NA,NA,NA,NA,NA
"102","2019-10-03 16:40:52-03","MBML","MBML-HERBARIO","54171",NA,"Plantae",NA,NA,"? Pteridofita",NA,NA,NA,NA,NA,NA,NA,"A. P. Fontana; K.A. Brahim","3764","2007","08","29",NA,"Brasil","Espírito Santo","Ibatiba","Santa Maria. Propriedade de José Angelo Menegatti","-41.433611","-20.253611","41W26'1","20S15'13",NA,"Terrestre. Soros marrons. Projeto CORES-JBRJ","MBML054171","MBML054171","1394","1394",NA,NA,NA,NA,NA,NA,NA,NA
"103","2019-09-26 09:07:54-03","MBML","MBML-HERBARIO","54142",NA,"Plantae",NA,NA,"Rubiaceae",NA,NA,NA,NA,NA,NA,NA,"A. P. Fontana; K.A. Brahim","3777","2007","08","29",NA,"Brasil","Espírito Santo","Ibatiba","Santa Maria. Propriedade de José Angelo Menegatti","-41.447778","-20.267222","41W26'52","20S16'2",NA,"Árvore ca. 5m. Folhas discolores. Frutos verdes. Projeto CORES-JBRJ","MBML054142",NA,"1212","1212",NA,NA,NA,NA,NA,NA,NA,NA
"104","2017-09-14 11:47:37-03","MBML","MBML-HERBARIO","48113",NA,"Plantae",NA,NA,"Marantaceae","Saranthe","eichleri",NA,"Saranthe eichleri",NA,"M.N. Saka/IX-2012",NA,"J. A. Lombardi; M.N. Saka, L. Biral, L.P. Poli & A.I. Coan","8923","2011","12","15",NA,"Brasil","Espírito Santo","Ibatiba","Fazenda do Carmo Machado, Santa Maria, divisa Iúna/Ibatiba","-41.496139","-20.279361","41W29'46,1","20S16'45,7",NA,"Amostra em sílica. Capões de mata secundária de encosta, em cafezal. Erva rizomatosa, folhas cartáceas, verdes, brácteas verde-amareladas, flores amarelas","MBML048113","MBML048113","851","851",NA,NA,NA,NA,NA,NA,NA,NA
"105","2018-04-05 10:23:21-03","MBML","MBML-HERBARIO","52695",NA,"Plantae",NA,NA,"Simaroubaceae",NA,NA,NA,NA,NA,NA,NA,"A. P. Fontana; K.A. Brahim","3747","2007","08","29",NA,"Brasil","Espírito Santo","Ibatiba","Santa Maria. Propriedade de José Angelo Menegatti.","-41.433611","-20.253611","41W26'1","20S15'13",NA,"Arbusto, ca. 4m, na sombra. Frutos jovens avermelhados e quando maduros vináceos. Projeto CORES-JBRJ.","MBML052695",NA,"1394","1394",NA,NA,NA,NA,NA,NA,NA,NA
"106","2018-04-05 10:23:21-03","MBML","MBML-HERBARIO","52692",NA,"Plantae",NA,NA,"Solanaceae",NA,NA,NA,NA,NA,NA,NA,"A. P. Fontana; K.A. Brahim","3756","2007","08","29",NA,"Brasil","Espírito Santo","Ibatiba","Santa Maria. Propriedade de José Angelo Menegatti.","-41.433611","-20.253611","41W26'1","20S15'13",NA,"Escandente. Frutos verdes com pedicelo vináceo. Projeto CORES-JBRJ.","MBML052692",NA,"1394","1394",NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-03-04 16:41:35-03","MBML","MBML-HERBARIO","52689",NA,"Plantae",NA,NA,"Malpighiaceae","Tetrapterys",NA,NA,"Tetrapterys",NA,NA,NA,"A. P. Fontana; K.A. Brahim","3730","2007","08","28",NA,"Brasil","Espírito Santo","Ibatiba","Santa Maria. Propriedade de José Angelo Menegatti.","-41.429722","-20.260278","41W25'47","20S15'37",NA,"Arbusto, ca. 1m. Flores amarelas. Projeto CORES-JBRJ.","MBML052689","MBML052689","1388","1388",NA,NA,NA,NA,NA,NA,NA,NA
"108","2019-09-26 09:07:54-03","MBML","MBML-HERBARIO","54168",NA,"Plantae",NA,NA,"Bromeliaceae","Tillandsia",NA,NA,"Tillandsia",NA,NA,NA,"A. P. Fontana; K.A. Brahim","3774","2007","08","29",NA,"Brasil","Espírito Santo","Ibatiba","Santa Maria. Propriedade de José Angelo Menegatti","-41.447778","-20.267222","41W26'52","20S16'2",NA,"Epífita. Inflorescência com brácteas avermelhadas. Frutos imaturos verdes. Projeto CORES-JBRJ","MBML054168","MBML054168","1212","1212",NA,NA,NA,NA,NA,NA,NA,NA
"109","2018-04-05 10:23:21-03","MBML","MBML-HERBARIO","52685",NA,"Plantae",NA,NA,"Verbenaceae","Vitex",NA,NA,"Vitex",NA,NA,NA,"A. P. Fontana; K.A. Brahim","3729","2007","08","28",NA,"Brasil","Espírito Santo","Ibatiba","Santa Maria. Propriedade de José Angelo Menegatti.","-41.429722","-20.260278","41W25'47","20S15'37",NA,"Arbusto, ca. 4m Flores lilás. Projeto CORES-JBRJ.","MBML052685",NA,"1388","1388",NA,NA,NA,NA,NA,NA,NA,NA
"110","2019-07-29 16:22:44-03","UNESP-RC","HRCB","56670","S","Plantae",NA,NA,"Araceae","Philodendron","aff.vargealtense",NA,"Philodendron aff.vargealtense","Sakur.","L.S.B.Calazans","2014","Lombardi","8928","2011","12","15",NA,"Brasil","Espírito Santo","Ibatiba","Fazenda do Carmo Machado, Santa Maria, divisa Iúna/Ibatiba","-41.496139","-20.279361","41º29'46.1W","20º16'45,7S",NA,"Epífita, folhas cartáceas, espata verde na base, branca no ápice, flores femininas amarelas, estéreis marrons, masculinas brancas. Amostra em sílica.",NA,NA,"851","851","07",NA,NA,NA,NA,NA,NA,NA
"111","2019-07-29 16:22:44-03","UNESP-RC","HRCB","56664","S","Plantae",NA,NA,"Araceae","Philodendron","propinquum",NA,"Philodendron propinquum","Schott","Poli, L.P.","2011","Lombardi","8922","2011","12","15",NA,"Brasil","Espírito Santo","Ibatiba","Fazenda do Carmo Machado, Santa Maria, divisa Iúna/Ibatiba","-41.496139","-20.279361","41º29'46.1W","20º16'45,7S",NA,"Erva escandente, ramos pêndulos, folhas papireaceas, espata branca, flores femininas creme, masculinas e estéreis brancas. Amostra em sílica.",NA,NA,"851","851","12",NA,NA,NA,NA,NA,NA,NA
"112","2019-07-29 16:22:47-03","UNESP-RC","HRCB","56675","S","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","cymbifera",NA,"Aristolochia cymbifera","Mart. & Zucc.","Saka, M.N.","2011","Lombardi","8933","2011","12","15",NA,"Brasil","Espírito Santo","Ibatiba","Margem da BR-262 Ibatiba/divisa com Minas Gerais","-41.5106010437012","-20.2339000701904","41º34'45.5","20º15'53,5",NA,"Amostra em sílica. Liana, folhas papiráceas, flores fétidas, cálice externamente creme com máculas roxas, lábio superior branco com nervuras vináceas, tubo internamente roxo",NA,NA,"691","691","12",NA,"18895","auto",NA,NA,NA,NA
"113","2019-07-29 16:22:44-03","UNESP-RC","HRCB","56671","S","Plantae",NA,NA,"Araceae","Asterostigma",NA,NA,"Asterostigma",NA,NA,NA,"Lombardi","8929","2011","12","15",NA,"Brasil","Espírito Santo","Ibatiba","Santa Maria","-41.496139","-20.279361","41º29'46.1W","20º16'45,7S",NA,"Erva tuberosa, pecíolo e pedúnciulo branco na base, rajado de branco e conzento no resto, pecíolo vináceo na face adaxial, folhas papiráceas, nervuras brancas na face abaxial e máculas na adaxial, fru",NA,NA,"851","851",NA,NA,NA,NA,NA,NA,NA,NA
"114","2019-07-29 16:23:10-03","UNESP-RC","HRCB","56674","S","Plantae",NA,NA,"Bignoniaceae","Fridericia",NA,NA,"Fridericia",NA,NA,NA,"Lombardi","8932","2011","12","15",NA,"Brasil","Espírito Santo","Ibatiba","Fazenda do Carmo Machado","-41.496139","-20.279361","41º29'46.1W","20º16'45,7S",NA,"Amostra em sílica. Liana, folíolos cartáceos, cálice verde, corola branca na bse e internamente, restante lilás, filetes brancos, anteras negras.",NA,NA,"851","851",NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-01-31 13:35:09-03","CVRD","CVRD","3122","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Stryphnodendron","barbatimam",NA,"Stryphnodendron barbatimam","(Vell.) Mart.","Domingos A. Folli","1993","Souza, V.D.","49","1991","03","21","América do Sul","BRASIL","ES","Ibatiba","À beira da BR.262, 5m da BR. lado direito, 4 km depois do trevo para Iúna, sentido à Pequiá.","-41.5106010437012","-20.2339000701904",NA,NA,NA,"Projeto coleta de sementes. <ll>dwc_commonname:</ll> Barbatimão","CVRD003122",NA,NA,NA,"05","14","18895","auto",NA,NA,"Magnoliopsida",NA
"116","2020-01-31 11:24:23-03","CVRD","CVRD","3125","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Machaerium","floridum","var. parviflorum","Machaerium floridum var. parviflorum","Kuhlm. & Hoehne","Carlos Victor Mendonça Filho","2004","Folli, D.A.","1319","1991","03","21","América do Sul","BRASIL","ES","Ibatiba","Est. de Criciuma mun. Ibatiba ES.","-41.5106010437012","-20.2339000701904",NA,NA,NA,"Projeto coleta de sementes. <ll>dwc_commonname:</ll> Bico de ganso","CVRD003125",NA,NA,NA,"10","01","18895","auto",NA,NA,"Magnoliopsida",NA
