"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","identifiedBy","yearIdentified","coordinatePrecision","geoFlag","class","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","individualCount","typeStatus"
"42","2020-03-10 08:26:57-03","UFV","VIC","5271","PreservedSpecimen","Plantae",NA,NA,"Asclepiadaceae","Oxypetalum","jacobinae","Oxypetalum jacobinae","Decne.","Fontella, J.P.; et al.","1023","1978","05","21",NA,"Brasil","Minas Gerais","Teixeiras","BR 120, Em direção à Ponte Nova, à 4,0 Km, do Ribeirão Teixeiras. À beira da estrada, solo argiloso, vermelho.","-42.8567008972168","-20.6511001586914",NA,NA,NA,"Escandente, latescente, látex alvo leitoso, abundante. Cálice vinoso ou verde-pálido. Tubo da corola esternamente vinoso claro, internamente alvo. Lobos da corola verde pálidos. Corona verde pálida. Anteras amarelas, retináculo castanh","VIC005271","VIC005271",NA,"Fontella, J.P.","1988","10355","auto",NA,"11","03",NA,NA,NA,NA
"43","2020-03-10 08:28:29-03","UFV","VIC","5273","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","comosa","Euphorbia comosa","Vell.","Fontella, J.P.; et al.","1025","1978","05","21",NA,"Brasil","Minas Gerais","Teixeiras","BR 120 em direção à Ponte Nova, Beira de estrada, solo argiloso vermelho.","-42.8567008972168","-20.6511001586914",NA,NA,NA,"Planta herbácea, 30-40 cm de altura, esporadica; flores verdes ou avermelhadas. Brácteas dorsalmente avermelhadas. Látex alvo. Junot com outras plantas ruderais.","VIC005273","VIC005273",NA,NA,NA,"10355","auto",NA,NA,NA,NA,NA,NA,NA
"44","2020-03-10 08:28:29-03","UFV","VIC","5283","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","pentaphylla","Dalechampia pentaphylla","Lam.","Fontella, J.P.; et al.","1030","1978","05","22",NA,"Brasil","Minas Gerais","Teixeiras","BR 120 em direção à Ponte Nova, Local degradado, beira de estrada, solo argiloso vermelho com capim gordura.","-42.8567008972168","-20.6511001586914",NA,NA,NA,"Planta escandente, latescente, brácteas verdes; flores amarelas.","VIC005283","VIC005283",NA,NA,NA,"10355","auto",NA,NA,NA,NA,NA,NA,NA
"45","2020-03-10 08:30:00-03","UFV","VIC","25874","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Machaerium","hirtum","Machaerium hirtum","(Vell.) Stellfeld","Valente, G.E.","842","2001","06","18",NA,"Brasil","Minas Gerais","Teixeiras","BR Teixeiras - Ponte Nova, Beira de estrada, cerca de 200 metros após o Motel Chalé em direção à Ponte Nova.","-42.8567008972168","-20.6511001586914",NA,NA,NA,"Árvore, c.a. de 6,0 metros de altura. Fruto do tipo sâmara com núcleo seminífero basal e semente solítária. Com fruto na carpoteca sob nº 478.","VIC025874","VIC025874",NA,"Filardi, F.L.R.","2009","10355","auto",NA,"12",NA,NA,NA,NA,NA
"46","2020-03-10 08:29:56-03","UFV","VIC","25587","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Dalbergia","nigra","Dalbergia nigra","(Vell.) Allemao ex Benth.","Valente, G.E.","636","2001","03","28",NA,"Brasil","Minas Gerais","Teixeiras","BR Teixeiras - Viçosa, À esquerda da BR, em direção à Viçosa, c.a. de 1,0 Km de Teixeiras.","-42.8567008972168","-20.6511001586914",NA,NA,NA,"Planta com c.a. de 6,0 metros de altura. Fruto plano com núcleo seminífero mediano, semente solitária ou não.","VIC025587","VIC025587",NA,NA,"2002","10355","auto",NA,"07",NA,NA,NA,NA,NA
"47","2020-03-10 08:30:00-03","UFV","VIC","25588","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Machaerium","brasiliense","Machaerium brasiliense","Vogel","Valente, G.E.","637","2001","03","28",NA,"Brasil","Minas Gerais","Teixeiras","BR Teixeiras - Viçosa, À esquerda da BR, em direção à Viçosa, c.a. de 1.500 metros de Teixeiras.","-42.8567008972168","-20.6511001586914",NA,NA,NA,"Árvore, c.a. de 10 metros de altura. Fruto do tipo sâmara, cultriforme, com núcleo seminífero basal, semente solitária.","VIC025588","VIC025588",NA,"Filardi, F.L.R.","2009","10355","auto",NA,"12",NA,NA,NA,NA,NA
"48","2020-03-10 08:29:56-03","UFV","VIC","25586","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Dalbergia","nigra","Dalbergia nigra","(Vell.) Allemao ex Benth.","Valente, G.E.","635","2001","03","28",NA,"Brasil","Minas Gerais","Teixeiras","BR Teixeiras - Viçosa, À esquerda da BR, em direção à Viçosa, c.a. de 80 metros de Teixeiras.","-42.8567008972168","-20.6511001586914",NA,NA,NA,"Planta com c.a. de 7,0 metros de altura. Fruto plano com núcleo seminífero mediano, semente solitária ou não.","VIC025586","VIC025586",NA,"Lima, H.C. de","2002","10355","auto",NA,"07",NA,NA,NA,NA,NA
"49","2020-03-10 08:26:39-03","UFV","VIC","6096","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Amaranthus","cruentus","Amaranthus cruentus","L.","Coons, M.P.","423","1977","09","04",NA,"Brasil","Minas Gerais","Teixeiras","Em terreno, entre lixo.","-42.8567008972168","-20.6511001586914",NA,NA,NA,"População mista. Erva de até 1,0 metro de altura. Caule e flores de cor vermelho. Folhas verde-avermelhadas. Encontrada como invasora e ornamental na cidade.","VIC006096","VIC006096",NA,"Coons, M.P.","1977","10355","auto",NA,"09","04",NA,NA,NA,NA
"50","2020-03-10 08:26:57-03","UFV","VIC","5288","PreservedSpecimen","Plantae",NA,NA,"Asclepiadaceae","Oxypetalum","appendiculatum","Oxypetalum appendiculatum","Mart.","Fontella, J.P.; et al.","1035","1978","05","22",NA,"Brasil","Minas Gerais","Teixeiras","Estrada BR-120, Em direção à Ponte Nova, à 4,0 km da ponte sobre o Córrego Bom Jardim e à 8,0 Km da ponte sobre o Ribeirão Vau Açu. Local degradado, beira de estrada, solo argiloso vermelho.","-42.8567008972168","-20.6511001586914",NA,NA,NA,"Escandente, heliófila, enrolada no capim gordura, crescendo no meio deste. Corola verde pálido ou amarelo pálido. Conona amrela. Estilete e estigma vinoso. Polinizadores não observados. Flores muito aromáticas.","VIC005288","VIC005288",NA,"Rapini","2004","10355","auto",NA,NA,NA,NA,NA,NA,NA
"51","2020-03-10 08:30:47-03","UFV","VIC","005286","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum",NA,"Solanum",NA,"Fontella","78","1978","05","22",NA,"Brasil","Minas Gerais","Teixeiras","Estrada BR 120, em direção a ponte nova á 4 km da ponte sobre córrego Bom jardim e a 8 km da ponte sobre ribeirão Vau Açu. Local degradado a beira de estrada.","-42.8567008972168","-20.6511001586914",NA,NA,NA,"Local degradado, beira de estrada, solo argiloso vermelho, próximo á mata secundária, arvoreta heliofila, 2-2,5 m, frutos enegrecidos.","VIC005286","VIC005286",NA,NA,NA,"10355","auto",NA,NA,NA,NA,NA,NA,NA
"52","2020-03-10 08:30:58-03","UFV","VIC","005287","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Aegiphila","integrifolia","Aegiphila integrifolia","(Jacq.) Moldenke","Fontella; et al.","1034","1978","05","22",NA,"Brasil","Minas Gerais","Teixeiras","Estrada BR-120, Em direção a Ponte Nova, á 4 km da ponte sobre córrego Bom Jardim e a 8 km do Ribeirão vau Açu","-42.8567008972168","-20.6511001586914",NA,NA,NA,"Local degradado em beira de estrada em solo argiloso vermelho, com capim gordura,árvore heliófila de 2-2,5 mts de altura, frutos castanhos.","VIC005287","VIC005287",NA,NA,NA,"10355","auto",NA,NA,NA,NA,NA,NA,NA
"53","2020-03-10 08:29:27-03","UFV","VIC","5285","PreservedSpecimen","Plantae",NA,NA,"Mimosoideae","Piptadenia","adiantoides","Piptadenia adiantoides","(Spreng.) J.F. Macbr.","Fontella, J.P.; Vidal, M.R.R.; Vidal, W.N.","1032","1978","05","22",NA,"Brasil","Minas Gerais","Teixeiras","Estrada BR-120, Em direção à Ponte Nova, à 4 Km da ponte sobre o córrego Bom Jardim.","-42.8567008972168","-20.6511001586914",NA,NA,NA,"Local degradado, beira de estrada, solo argiloso vermelho, com capim gordura. subarbusto heliófilo, 60 cm a 1m de altura, flores verdes ou amareladas. Fruto avermelhado.","VIC005285","VIC005285",NA,"Tamashiro, J.Y.","1981","10355","auto",NA,"01",NA,NA,NA,NA,NA
"54","2020-03-10 08:26:57-03","UFV","VIC","5279","PreservedSpecimen","Plantae",NA,NA,"Asclepiadaceae","Ditassa","burchellii","Ditassa burchellii","Hook. & Arn.","Coons, M.P.; et al.","861","1978","05","22",NA,"Brasil","Minas Gerais","Teixeiras","Estrada BR-120 em direção à Ponte Nova, Á 9,0 Km do Ribeirão São Silvestre e à 2,0 km da ponte sobre o Ribeirão Teixeiras. Beira da estrada, local degradado.","-42.8567008972168","-20.6511001586914",NA,NA,NA,"Crescendo no meio do capim gordura e se enrolando em Tiliaceae, atingindo 2,0 metros de altura. Escandente, heliófila, muitos ramos áfilos, latescente, látex alvo. Flores alvas.","VIC005279","VIC005279",NA,"Konno, T.","2002","10355","auto",NA,"10",NA,NA,NA,NA,NA
"55","2020-03-10 08:29:58-03","UFV","VIC","5281","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Indigofera","suffruticosa","Indigofera suffruticosa","Mill.","Fontella, J.P.; et al.","1028","1978","05","22",NA,"Brasil","Minas Gerais","Teixeiras","Estrada BR-120, em direção à Ponte Nova, À 9,0 Km do Ribeirão São Silvestre e à 2,0 Km da ponte sobre o Ribeirão Teixeiras. Local degradado, beira da estrada, solo argiloso vermelho.","-42.8567008972168","-20.6511001586914",NA,NA,NA,"Arbusto, c.a. de 1,50 - 1,80 metros de altura. Só com frutos avermelhados. Heliófilo.","VIC005281","VIC005281",NA,"Teixeira, S.P.; Canavaci, G.M.","2004","10355","auto",NA,"07","23",NA,NA,NA,NA
"56","2020-03-10 08:30:54-03","UFV","VIC","5280","PreservedSpecimen","Plantae",NA,NA,"Tiliaceae","Luehea","grandiflora","Luehea grandiflora","Mart & Zucc.","Fontella; Vidal, W.; Vidal, R.; Fortunato, R et Coons","1027","1978","05","22",NA,"Brasil","Minas Gerais","Teixeiras","Estrada BR-120, Em direção à Ponte Nova, à 9 Km do Riberão S. Silvestre e à 2 Km da ponte sobre o Ribeirão Teixeiras","-42.8567008972168","-20.6511001586914",NA,NA,NA,"Local degradado, beira da estrada, solo argiloso vermelho, arbusto heliófilo, 1,50 #?# 2 m de altura; flores alvas.","VIC005280",NA,NA,"Bovini, M.G.","2004","10355","auto",NA,"07",NA,NA,NA,NA,NA
"57","2020-03-10 08:30:58-03","UFV","VIC","005282","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Aegiphila","integrifolia","Aegiphila integrifolia","(Jacq.) Moldenke","Fontella","1029","1978","05","22",NA,"Brasil","Minas Gerais","Teixeiras","Estrada BR-120, Em direção a Ponte Nova, á n4 km da ponte sobre córrego Bom Jardim e a 8 km do Ribeirão vau Açu","-42.8567008972168","-20.6511001586914",NA,NA,NA,"Local degradado em beira de estrada em solo argiloso vermelho, com capim gordura,arbusto de 1,20-2,20 m de altura, heliófilo, flores alvas.","VIC005282","VIC005282",NA,NA,NA,"10355","auto",NA,NA,NA,NA,NA,NA,NA
"58","2020-03-10 08:30:49-03","UFV","VIC","009657","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","bullatum","Solanum bullatum","Vell","Vieira, M.F.; Reis, H.","404","1986","07","24",NA,"Brasil","Minas Gerais","Teixeiras","Estrada de divisa com Ponte Nova.","-42.8567008972168","-20.6511001586914",NA,NA,NA,"Árvore de cerca de 6 m de altura, flores perfumadas, corola branca; folhas de face abaxial branco dourada.","VIC009657","VIC009657",NA,NA,NA,"10355","auto",NA,NA,NA,NA,NA,NA,NA
"59","2020-03-10 08:30:43-03","UFV","VIC","5270","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Paullinia","carpopodea","Paullinia carpopodea","Cambess","Fontella; Vidal, R.; Vidal, W.; Fortunato, R et Coons","1022","1978","05","21",NA,"Brasil","Minas Gerais","Teixeiras","Estrada para Pedra do Anta, À 15 km da ponte sobre o ribeirão S.Silvestre e à 7 km de teixeiras","-42.8567008972168","-20.6511001586914",NA,NA,NA,"Plantação abandonada de café ao lado da estrada, local degradado, com capim gordura, lactescente, bem lenhoso na base; estípulas caducas; heliófilo, látex alvo; Flores alvas.","VIC005270","VIC005270",NA,"Somner, G.V.","2004","10355","auto",NA,"07","22",NA,NA,NA,NA
"60","2020-03-10 08:30:03-03","UFV","VIC","4276","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Platypodium","elegans","Platypodium elegans","Vogel","Irwin, H.S.","2226","1958","12","07",NA,"Brasil","Minas Gerais","Teixeiras","Estrada para Ponte Nova, 4,0 Km N de Teixeiras, Beira de estrada em floresta secundária, solo argiloso vermelho.","-42.8567008972168","-20.6511001586914",NA,NA,NA,"Árvore, c.a. de 7,0 metros de altura. Corola amarela. Ocasional.","VIC004276","VIC004276",NA,"Cowan, R.S.",NA,"10355","auto",NA,NA,NA,NA,NA,NA,NA
"61","2020-03-10 08:30:43-03","UFV","VIC","5272","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Paullinia","carpopodea","Paullinia carpopodea","Cambess","Fontella; Vidal, R.; Vidal, W.; Fortunato, R et Coons","1024","1978","05","21",NA,"Brasil","Minas Gerais","Teixeiras","Estrada para Ponte Nova, à 4km da ponte sobre o Ribeirão Teixeiras","-42.8567008972168","-20.6511001586914",NA,NA,NA,"Beira da estrada, solo argiloso vermelho. Escandente, lactescente, heliófilo. Flores alvas.","VIC005272","VIC005272",NA,"Somner, G.V.","2004","10355","auto",NA,"07","22",NA,NA,NA,NA
"62","2020-03-10 08:28:20-03","UFV","VIC","5269","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Davilla","rugosa","Davilla rugosa","Poir.","Fontella, J.P.; et al.","1021","1978","05","21",NA,"Brasil","Minas Gerais","Teixeiras","Estrada Teixeiras - Pedra do Anta, À 12 Km da ponte sobre o Ribeirão São Silvestre e à 4,0 Km da cidade de Teixeiras. Beira da estrada, solo argiloso vermelho.","-42.8567008972168","-20.6511001586914",NA,NA,NA,"Escandente heliófilo de flores amarelas; botões verdes ou avermelhados.","VIC005269","VIC005269",NA,NA,NA,"10355","auto",NA,NA,NA,NA,NA,NA,NA
"63","2020-03-10 08:27:20-03","UFV","VIC","10842","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Trixis",NA,"Trixis",NA,"Reis, H.S.","s.n.","1989","09","02",NA,"Brasil","Minas Gerais","Teixeiras","Fazenda São João","-42.8567008972168","-20.6511001586914",NA,NA,NA,"Trepadeira, c.a. de 2,5 metros de altura; flores de corola branca, sépalas verdes. Muito visitada por Apis mellifera.","VIC010842","VIC010842",NA,NA,NA,"10355","auto",NA,NA,NA,NA,NA,NA,NA
"64","2020-03-10 08:28:13-03","UFV","VIC","24591","PreservedSpecimen","Plantae",NA,NA,"Cucurbitaceae","Melothria","pendula","Melothria pendula","L.","Valente, G.E.","454B","2000","04","11",NA,"Brasil","Minas Gerais","Teixeiras","Fecho, Mata de Galeria, Entrada à direita logo apos o trevo de saída de Teixeiras para Ponte Nova, cerca de 600 metros do asfalto.","-42.8567008972168","-20.6511001586914",NA,NA,NA,"Liana. Flores pequeninas de corola amarela. Frutos verdes maculados de branco.","VIC024591","VIC024591",NA,"Lima, L.F.P.","2010","10355","auto",NA,"03","11",NA,NA,NA,NA
"65","2020-03-10 08:28:02-03","UFV","VIC","5858","PreservedSpecimen","Plantae",NA,NA,"Capparaceae","Cleome","hassleriana","Cleome hassleriana","Chodat","s.col.","s.n.","1933","10","28",NA,"Brasil","Minas Gerais","Teixeiras","Margem do Rio Piranga - Usina, Terreno aluvião prado.","-42.8567008972168","-20.6511001586914",NA,NA,NA,NA,"VIC005858","VIC005858",NA,"Costa; Silva, M.B.","2000","10355","auto",NA,"11",NA,NA,NA,NA,NA
"66","2020-03-10 08:29:27-03","UFV","VIC","34171","PreservedSpecimen","Plantae",NA,NA,"Mimosoideae","Pseudopiptadenia","contorta","Pseudopiptadenia contorta","(DC.) G.P. Lewis & M.P. Lima","Souza, P.B.","s.n.","2010","11","25",NA,"Brasil","Minas Gerais","Teixeiras","Mata do Alto Canta Galo","-42.8567008972168","-20.6511001586914",NA,NA,NA,"Indivíduo com c.a. de 20 metros de altura, caule liso com sapopeme, sem acúleos e casca esbraquiçada. Ramos glabros, lenticelados e sulcados; inflorescência agrupadas em fascículos axilares, duas espigas por axila. Fruto contorcido. ma","VIC034171","VIC034171",NA,NA,NA,"10355","auto",NA,NA,NA,NA,NA,NA,NA
"67","2020-03-10 08:26:39-03","UFV","VIC","6107","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Amaranthus","cruentus","Amaranthus cruentus","L.","Coons, M.P.","s.n.","1978","08","04",NA,"Brasil","Minas Gerais","Teixeiras","Na cidade, em terreno com lixo.","-42.8567008972168","-20.6511001586914",NA,NA,NA,"Erva até 1,0 metro de altura. Caule e flores vermelhos. Folhas verde-avermelhado. Em população mista com A. spinosus e A. spinosus.","VIC006107","VIC006107",NA,"Coons, M.P.","1978","10355","auto",NA,"09","04",NA,NA,NA,NA
"68","2020-03-10 08:26:39-03","UFV","VIC","6617","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Amaranthus","lividus","Amaranthus lividus","L.","Coons, M.P.","426","1977","09","04",NA,"Brasil","Minas Gerais","Teixeiras","Na cidade, em terreno entre lixo.","-42.8567008972168","-20.6511001586914",NA,NA,NA,"Erva pequena, caule avermelhado, flores verdes. População mista com A. cruentus.","VIC006617","VIC006617",NA,"Coons, M.P.","1978","10355","auto",NA,"12","10",NA,NA,NA,NA
"69","2020-03-10 08:27:18-03","UFV","VIC","43256","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Sonchus","oleraceus","Sonchus oleraceus","L.","Nonato, I. .A.","s.n.","2014","03","10",NA,"Brasil","Minas Gerais","Teixeiras","oriunda de uma horta domestica na casa da coletora","-42.8567008972168","-20.6511001586914",NA,NA,NA,"Erva daninha","VIC043256",NA,NA,NA,NA,"10355","auto",NA,NA,NA,NA,NA,NA,NA
"70","2020-03-10 08:26:39-03","UFV","VIC","5501","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","tenella","Alternanthera tenella","Colla","Coons, M.P.","483","1977","09","04",NA,"Brasil","Minas Gerais","Teixeiras","Perímetro da cidade.","-42.8567008972168","-20.6511001586914",NA,NA,NA,"Ao lado do córrego de água. Erva meio decumbente, flores brancas. Comum.","VIC005501","VIC005501",NA,"Coons, M.P.","1980","10355","auto",NA,NA,NA,NA,NA,NA,NA
"71","2020-03-10 08:27:23-03","UFV","VIC","41474","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Vernonia","palianthes","Vernonia palianthes","Less.","Teixeira, F.B.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Teixeiras","Zona Rural","-42.8567008972168","-20.6511001586914",NA,NA,NA,"Planta melífera, surgimento espontaneo em pastagens, beira de estrada terrenos baldios.","VIC041474","VIC041474",NA,NA,NA,"10355","auto",NA,NA,NA,NA,NA,NA,NA
